STATE/UT,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING & ABDUCTION,THEFT,TOTAL IPC CRIMES
ARUNACHAL PRADESH,KAMENG EAST,2004,4,0,2,11,100
ARUNACHAL PRADESH,KAMENG WEST,2004,3,2,4,24,104
ARUNACHAL PRADESH,LOHIT,2004,10,5,7,23,180
ARUNACHAL PRADESH,PAPUM PARE,2004,7,4,8,132,440
ARUNACHAL PRADESH,SIANG EAST,2004,1,11,14,41,292
ARUNACHAL PRADESH,SIANG UPPER,2004,1,1,0,10,51
ARUNACHAL PRADESH,SIANG WEST,2004,3,6,10,44,329
ARUNACHAL PRADESH,SUBANSIRI LOWER,2004,8,0,1,7,95
ARUNACHAL PRADESH,SUBANSIRI UPPER,2004,10,0,4,18,138
ARUNACHAL PRADESH,TAWANG,2004,0,0,0,11,75
ARUNACHAL PRADESH,TIRAP,2004,3,1,4,21,122
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2004,3,0,0,2,17
ARUNACHAL PRADESH,TOTAL,2004,67,42,65,388,2256
ASSAM,BARPETA,2004,48,50,74,238,1543
ASSAM,BONGAIGAON,2004,36,41,52,136,1142
ASSAM,C.I.D.,2004,0,0,0,0,22
ASSAM,CACHAR,2004,46,46,112,411,3518
ASSAM,DARRANG,2004,69,55,59,262,1653
ASSAM,DHEMAJI,2004,17,53,53,125,838
ASSAM,DHUBRI,2004,53,79,75,136,2160
ASSAM,DIBRUGARH,2004,125,58,88,350,2074
ASSAM,G.R.P.,2004,17,2,3,166,330
ASSAM,GOALPARA,2004,35,50,53,100,1053
ASSAM,GOLAGHAT,2004,71,62,91,310,1514
ASSAM,GUWAHATI CITY,2004,21,88,295,867,5074
ASSAM,HAILAKANDI,2004,25,18,32,47,798
ASSAM,JORHAT,2004,38,32,34,150,953
ASSAM,KAMRUP,2004,15,59,193,298,2559
ASSAM,KARBI ANGLONG,2004,57,14,20,102,593
ASSAM,KARIMGANJ,2004,40,32,36,101,1097
ASSAM,KOKRAJHAR,2004,63,33,31,104,859
ASSAM,LAKHIMPUR,2004,31,56,97,291,1478
ASSAM,MORIGAON,2004,19,36,43,81,792
ASSAM,N.C.HILLS,2004,7,1,9,42,229
ASSAM,NAGAON,2004,79,91,139,433,3477
ASSAM,NALBARI,2004,37,29,61,129,1133
ASSAM,R.P.O.,2004,6,5,0,21,110
ASSAM,SIBSAGAR,2004,55,49,81,238,1514
ASSAM,SONITPUR,2004,87,87,108,392,2639
ASSAM,TINSUKIA,2004,117,45,67,336,1523
ASSAM,TOTAL,2004,1214,1171,1906,5866,40675
BIHAR,ARARIA,2004,66,34,84,186,2035
BIHAR,ARWAL,2004,36,2,9,54,487
BIHAR,AURANGABAD,2004,77,18,31,214,2418
BIHAR,BAGAHA,2004,49,23,88,66,977
BIHAR,BANKA,2004,71,44,40,99,1378
BIHAR,BEGUSARAI,2004,107,23,123,323,3110
BIHAR,BETTIAH,2004,108,128,226,301,5235
BIHAR,BHABHUA,2004,59,20,47,146,1432
BIHAR,BHAGALPUR,2004,133,63,95,393,3362
BIHAR,BHOJPUR,2004,108,9,30,285,3795
BIHAR,BUXAR,2004,70,13,51,235,2304
BIHAR,DARBHANGA,2004,55,59,60,138,3083
BIHAR,GAYA,2004,163,19,70,461,3536
BIHAR,GOPALGANJ,2004,77,39,78,163,2724
BIHAR,JAMALPUR RLY.,2004,10,0,1,171,328
BIHAR,JAMUI,2004,79,31,71,77,1388
BIHAR,JEHANABAD,2004,68,6,38,130,1430
BIHAR,KATIHAR,2004,71,79,71,159,1899
BIHAR,KATIHAR RLY.,2004,10,2,5,224,445
BIHAR,KHAGARIA,2004,50,18,43,117,1554
BIHAR,KISHANGANJ,2004,26,32,80,122,1052
BIHAR,LAKHISARAI,2004,63,13,50,62,914
BIHAR,MADHEPURA,2004,58,11,23,58,1175
BIHAR,MADHUBANI,2004,60,61,69,224,2721
BIHAR,MOTIHARI,2004,120,29,129,378,4331
BIHAR,MUNGER,2004,64,11,43,163,1672
BIHAR,MUZAFFARPUR,2004,180,166,300,779,6810
BIHAR,MUZAFFARPUR RLY.,2004,20,2,10,395,685
BIHAR,NALANDA,2004,220,43,144,388,3403
BIHAR,NAUGACHIA,2004,50,7,27,66,1059
BIHAR,NAWADAH,2004,78,37,67,79,1772
BIHAR,PATNA,2004,542,46,270,1568,10632
BIHAR,PATNA RLY.,2004,21,2,5,744,1135
BIHAR,PURNEA,2004,128,62,76,242,2275
BIHAR,ROHTAS,2004,130,12,44,265,2854
BIHAR,SAHARSA,2004,48,21,47,122,1554
BIHAR,SAMASTIPUR,2004,118,28,123,292,3159
BIHAR,SARAN,2004,160,17,159,258,4851
BIHAR,SHEIKHPURA,2004,44,3,20,53,794
BIHAR,SHEOHAR,2004,9,13,8,19,389
BIHAR,SITAMARHI,2004,80,70,112,230,2734
BIHAR,SIWAN,2004,125,7,104,165,2294
BIHAR,SUPAUL,2004,38,25,25,114,1843
BIHAR,VAISHALI,2004,99,42,217,385,5032
BIHAR,TOTAL,2004,3948,1390,3413,11113,108060
CHHATTISGARH,BALRAMPUR,2004,33,27,6,28,489
CHHATTISGARH,BILASPUR,2004,83,61,21,704,5327
CHHATTISGARH,BIZAPUR,2004,24,3,1,9,260
CHHATTISGARH,DANTEWARA,2004,70,11,8,70,702
CHHATTISGARH,DHAMTARI,2004,18,37,5,76,1270
CHHATTISGARH,DURG,2004,55,124,41,813,6518
CHHATTISGARH,GRP RAIPUR,2004,2,2,2,223,351
CHHATTISGARH,JAGDALPUR,2004,63,82,20,178,2197
CHHATTISGARH,JANJGIR,2004,55,30,8,268,2398
CHHATTISGARH,JASHPUR,2004,46,56,4,70,835
CHHATTISGARH,KABIRDHAM,2004,13,22,7,115,1114
CHHATTISGARH,KANKER,2004,48,22,12,69,966
CHHATTISGARH,KORBA,2004,46,34,6,308,2210
CHHATTISGARH,KORIYA,2004,33,50,4,137,1486
CHHATTISGARH,MAHASAMUND,2004,22,35,3,164,1489
CHHATTISGARH,NARAYANPUR,2004,21,1,1,18,165
CHHATTISGARH,RAIGARH,2004,55,45,17,321,2035
CHHATTISGARH,RAIPUR,2004,84,143,31,927,6970
CHHATTISGARH,RAJNANDGAON,2004,45,61,4,210,2380
CHHATTISGARH,SARGUJA,2004,111,123,13,306,2765
CHHATTISGARH,TOTAL,2004,927,969,214,5014,41927
GOA,NORTH GOA,2004,23,13,3,298,1227
GOA,SOUTH GOA,2004,17,24,10,205,900
GOA,TOTAL,2004,40,37,13,503,2127
GUJARAT,AHMEDABAD COMMR.,2004,92,40,215,5711,17553
GUJARAT,AHMEDABAD RURAL,2004,26,12,32,252,2813
GUJARAT,AHWA-DANG,2004,4,2,0,5,124
GUJARAT,AMRELI,2004,28,5,26,158,2240
GUJARAT,ANAND,2004,21,12,41,361,3216
GUJARAT,BHARUCH,2004,38,14,21,370,2747
GUJARAT,BHAVNAGAR,2004,53,22,71,718,5341
GUJARAT,DAHOD,2004,44,9,28,144,1759
GUJARAT,GANDHINAGAR,2004,25,8,15,416,2756
GUJARAT,HIMATNAGAR,2004,35,10,47,194,4053
GUJARAT,JAMNAGAR,2004,42,8,32,372,3794
GUJARAT,JUNAGADH,2004,40,9,57,476,4764
GUJARAT,KHEDA NORTH,2004,53,8,24,394,3643
GUJARAT,KUTCH,2004,28,13,37,360,3638
GUJARAT,MEHSANA,2004,40,4,54,621,4549
GUJARAT,NARMADA,2004,15,6,8,29,590
GUJARAT,NAVSARI,2004,26,5,7,147,1199
GUJARAT,PALANPUR,2004,38,21,37,328,3544
GUJARAT,PANCHMAHAL,2004,51,7,28,368,2306
GUJARAT,PATAN,2004,19,6,29,233,2186
GUJARAT,PORBANDAR,2004,11,1,7,74,1008
GUJARAT,RAJKOT COMMR.,2004,37,9,39,1216,4339
GUJARAT,RAJKOT RURAL,2004,36,17,41,326,4178
GUJARAT,SURAT COMMR.,2004,74,24,72,1543,4131
GUJARAT,SURAT RURAL,2004,47,14,13,154,2614
GUJARAT,SURENDRANAGAR,2004,28,13,27,266,2850
GUJARAT,VADODARA COMMR.,2004,28,6,44,1414,5551
GUJARAT,VADODARA RURAL,2004,85,22,56,296,3142
GUJARAT,VALSAD,2004,36,9,22,346,2565
GUJARAT,W.RLY,2004,13,3,3,1259,2276
GUJARAT,TOTAL,2004,1113,339,1133,18551,105469
HARYANA,AMBALA,2004,28,10,22,243,2225
HARYANA,BHIWANI,2004,51,28,19,301,2181
HARYANA,FARIDABAD,2004,67,42,66,815,5585
HARYANA,FATEHABAD,2004,29,9,17,111,1104
HARYANA,GRP,2004,27,2,3,180,931
HARYANA,GURGAON,2004,66,36,55,1045,4077
HARYANA,HISSAR,2004,49,16,43,430,2464
HARYANA,JHAJJAR,2004,42,11,11,160,1336
HARYANA,JIND,2004,28,7,9,147,1008
HARYANA,KAITHAL,2004,25,18,13,200,1226
HARYANA,KARNAL,2004,40,31,15,386,2352
HARYANA,KURUKSHETRA,2004,26,21,11,411,2050
HARYANA,MAHENDRAGARH,2004,16,20,13,111,1233
HARYANA,PANCHKULA,2004,7,6,6,207,1169
HARYANA,PANIPAT,2004,37,38,19,433,1817
HARYANA,REWARI,2004,17,16,24,223,1558
HARYANA,ROHTAK,2004,65,29,19,367,1867
HARYANA,SIRSA,2004,25,17,16,246,1531
HARYANA,SONIPAT,2004,67,13,25,377,2051
HARYANA,YAMUNANAGAR,2004,21,16,17,165,1331
HARYANA,TOTAL,2004,733,386,423,6558,39096
HIMACHAL PRADESH,BILASPUR,2004,9,10,8,55,1103
HIMACHAL PRADESH,CHAMBA,2004,8,14,22,27,627
HIMACHAL PRADESH,G.R.P.,2004,0,0,0,2,8
HIMACHAL PRADESH,HAMIRPUR,2004,9,5,10,42,936
HIMACHAL PRADESH,KANGRA,2004,18,15,15,81,2057
HIMACHAL PRADESH,KINNAUR,2004,3,8,3,10,190
HIMACHAL PRADESH,KULLU,2004,9,13,13,40,790
HIMACHAL PRADESH,LAHAUL-SPITI,2004,2,0,0,1,52
HIMACHAL PRADESH,MANDI,2004,19,15,7,63,1735
HIMACHAL PRADESH,SHIMLA,2004,10,34,16,154,1992
HIMACHAL PRADESH,SIRMAUR,2004,9,9,13,27,692
HIMACHAL PRADESH,SOLAN,2004,4,20,9,89,1344
HIMACHAL PRADESH,UNA,2004,10,10,7,52,800
HIMACHAL PRADESH,TOTAL,2004,110,153,123,643,12326
JAMMU & KASHMIR,ANANTNAG,2004,70,17,60,92,1473
JAMMU & KASHMIR,AWANTIPORA,2004,18,8,12,37,384
JAMMU & KASHMIR,BARAMULLA,2004,86,15,87,197,1815
JAMMU & KASHMIR,BORDER,2004,7,4,11,19,713
JAMMU & KASHMIR,BUDGAM,2004,60,6,61,147,989
JAMMU & KASHMIR,CRIME JAMMU,2004,0,0,0,0,52
JAMMU & KASHMIR,CRIME SRINAGAR,2004,0,0,0,0,108
JAMMU & KASHMIR,DODA,2004,83,4,20,28,751
JAMMU & KASHMIR,GANDERBAL,2004,15,12,34,63,608
JAMMU & KASHMIR,HANDWARA,2004,25,7,34,32,434
JAMMU & KASHMIR,JAMMU,2004,28,19,54,383,3626
JAMMU & KASHMIR,KARGIL,2004,1,1,1,1,97
JAMMU & KASHMIR,KATHUA,2004,17,10,24,30,967
JAMMU & KASHMIR,KULGAM,2004,48,11,42,26,577
JAMMU & KASHMIR,KUPWARA,2004,31,20,46,62,732
JAMMU & KASHMIR,LEH,2004,2,3,4,4,153
JAMMU & KASHMIR,POONCH,2004,80,11,18,41,586
JAMMU & KASHMIR,PULWAMA,2004,54,0,47,104,903
JAMMU & KASHMIR,RAILWAYS,2004,1,1,0,9,16
JAMMU & KASHMIR,RAJOURI,2004,54,22,34,96,1197
JAMMU & KASHMIR,RAMBAN,2004,48,7,12,36,598
JAMMU & KASHMIR,REASI,2004,34,5,11,12,293
JAMMU & KASHMIR,SRINAGAR,2004,45,24,115,430,2837
JAMMU & KASHMIR,UDHAMPUR,2004,9,11,8,90,1282
JAMMU & KASHMIR,TOTAL,2004,816,218,735,1939,21191
JHARKHAND,BOKARO,2004,58,48,40,445,2194
JHARKHAND,CHAIBASA,2004,134,37,19,98,730
JHARKHAND,CHATRA,2004,31,18,4,83,840
JHARKHAND,DEOGHAR,2004,36,37,5,98,1283
JHARKHAND,DHANBAD,2004,88,38,72,493,3201
JHARKHAND,DHANBAD RLY.,2004,5,2,2,240,408
JHARKHAND,DUMKA,2004,67,50,15,88,1008
JHARKHAND,GARHWA,2004,39,32,9,68,869
JHARKHAND,GIRIDIH,2004,72,39,23,128,1955
JHARKHAND,GODDA,2004,31,86,21,128,2203
JHARKHAND,GUMLA,2004,108,31,9,58,689
JHARKHAND,HAZARIBAGH,2004,86,71,33,537,2621
JHARKHAND,JAMSHEDPUR,2004,81,76,50,539,2755
JHARKHAND,JAMSHEDPUR RLY.,2004,2,1,1,114,201
JHARKHAND,JAMTARA,2004,18,25,13,69,534
JHARKHAND,KODERMA,2004,30,6,13,50,785
JHARKHAND,LATEHAR,2004,43,12,8,33,456
JHARKHAND,LOHARDAGGA,2004,44,14,2,29,432
JHARKHAND,PAKUR,2004,37,37,6,32,584
JHARKHAND,PALAMU,2004,69,14,16,99,1549
JHARKHAND,RANCHI,2004,270,55,67,729,4306
JHARKHAND,SAHEBGANJ,2004,45,26,22,98,730
JHARKHAND,SARAIKELA,2004,51,26,16,115,824
JHARKHAND,SIMDEGA,2004,43,16,2,3,282
JHARKHAND,TOTAL,2004,1488,797,468,4374,31439
KARNATAKA,BAGALKOT,2004,38,3,24,134,2038
KARNATAKA,BANGALORE COMMR.,2004,214,32,175,8241,28526
KARNATAKA,BANGALORE RURAL,2004,152,29,42,1038,8084
KARNATAKA,BELGAUM,2004,106,5,26,291,4657
KARNATAKA,BELLARY,2004,42,5,17,295,3850
KARNATAKA,BIDAR,2004,40,8,25,246,4045
KARNATAKA,BIJAPUR,2004,66,8,21,121,3109
KARNATAKA,CHAMARAJNAGAR,2004,23,7,9,151,1627
KARNATAKA,CHICKMAGALUR,2004,29,7,13,237,2823
KARNATAKA,CHITRADURGA,2004,32,16,7,252,3672
KARNATAKA,DAKSHIN KANNADA,2004,24,12,13,259,4133
KARNATAKA,DAVANAGERE,2004,38,8,10,273,2950
KARNATAKA,DHARWAD COMMR.,2004,17,1,10,251,1698
KARNATAKA,DHARWAD RURAL,2004,26,3,3,80,918
KARNATAKA,GADAG,2004,16,1,5,65,947
KARNATAKA,GULBARGA,2004,102,23,40,251,4684
KARNATAKA,HASSAN,2004,61,16,19,413,4298
KARNATAKA,HAVERI,2004,25,9,7,115,1970
KARNATAKA,K.G.F.,2004,16,2,8,94,833
KARNATAKA,KODAGU,2004,21,8,3,111,1459
KARNATAKA,KOLAR,2004,59,16,28,365,3129
KARNATAKA,KOPPAL,2004,25,8,4,54,1103
KARNATAKA,MANDYA,2004,58,15,8,302,3380
KARNATAKA,MYSORE COMMR.,2004,29,4,7,485,2159
KARNATAKA,MYSORE RURAL,2004,44,11,11,233,2600
KARNATAKA,RAICHUR,2004,43,6,11,110,2333
KARNATAKA,RAILWAYS,2004,20,0,4,643,879
KARNATAKA,SHIMOGA,2004,48,11,22,330,3749
KARNATAKA,TUMKUR,2004,65,15,8,477,4251
KARNATAKA,UDUPI,2004,16,0,8,103,2240
KARNATAKA,UTTAR KANNADA,2004,24,2,4,73,2296
KARNATAKA,TOTAL,2004,1519,291,592,16093,114440
KERALA,ALAPUZHA,2004,18,12,11,173,7082
KERALA,CBCID,2004,22,0,0,19,226
KERALA,ERNAKULAM COMMR.,2004,13,7,18,486,6756
KERALA,ERNAKULAM RURAL,2004,31,21,10,332,8777
KERALA,IDUKKI,2004,34,15,10,195,4229
KERALA,KANNUR,2004,23,33,4,175,4621
KERALA,KASARGOD,2004,14,29,4,165,2669
KERALA,KOLLAM,2004,46,55,20,330,9448
KERALA,KOTTAYAM,2004,18,28,13,319,7919
KERALA,KOZHIKODE COMMR.,2004,8,13,15,361,4164
KERALA,KOZHIKODE RURAL,2004,9,30,10,201,4238
KERALA,MALAPPURAM,2004,23,57,10,341,6777
KERALA,PALAKKAD,2004,34,36,13,292,5668
KERALA,PATHANAMTHITTA,2004,18,18,19,161,4409
KERALA,RAILWAYS,2004,3,0,1,120,185
KERALA,THRISSUR,2004,41,41,22,547,10143
KERALA,TRIVANDRUM COMMR.,2004,15,18,21,487,5577
KERALA,TRIVANDRUM RURAL,2004,36,42,28,367,8742
KERALA,WAYANADU,2004,11,25,3,169,2395
KERALA,TOTAL,2004,417,480,232,5240,104025
MADHYA PRADESH,ANUPPUR,2004,24,28,4,131,1458
MADHYA PRADESH,ASHOK NAGAR,2004,22,35,3,152,1954
MADHYA PRADESH,BALAGHAT,2004,74,86,10,204,3053
MADHYA PRADESH,BARWANI,2004,29,30,1,209,2255
MADHYA PRADESH,BETUL,2004,59,110,17,179,3018
MADHYA PRADESH,BHIND,2004,57,29,33,273,3802
MADHYA PRADESH,BHOPAL,2004,71,84,43,2110,15718
MADHYA PRADESH,BHOPAL RLY.,2004,6,1,1,1295,1673
MADHYA PRADESH,BURHANPUR,2004,22,18,2,133,1523
MADHYA PRADESH,CHHATARPUR,2004,56,62,19,206,3528
MADHYA PRADESH,CHHINDWARA,2004,66,132,15,278,4126
MADHYA PRADESH,DAMOH,2004,49,54,9,164,2645
MADHYA PRADESH,DATIYA,2004,60,25,18,156,2089
MADHYA PRADESH,DEWAS,2004,48,82,30,853,7197
MADHYA PRADESH,DHAR,2004,100,109,30,535,5045
MADHYA PRADESH,DINDORI,2004,14,34,3,38,826
MADHYA PRADESH,GUNA,2004,45,78,6,271,3421
MADHYA PRADESH,GWALIOR,2004,86,58,52,1350,8428
MADHYA PRADESH,HARDA,2004,15,31,3,95,1092
MADHYA PRADESH,HOSHANGABAD,2004,50,51,20,371,3484
MADHYA PRADESH,INDORE,2004,107,97,47,2610,15350
MADHYA PRADESH,INDORE RLY.,2004,3,1,0,149,288
MADHYA PRADESH,JABALPUR,2004,84,102,39,1048,9524
MADHYA PRADESH,JABALPUR RLY.,2004,4,7,0,289,515
MADHYA PRADESH,JHABUA,2004,139,22,43,183,2566
MADHYA PRADESH,KATNI,2004,33,30,4,186,2516
MADHYA PRADESH,KHANDWA,2004,36,57,14,290,3791
MADHYA PRADESH,KHARGON,2004,32,63,18,755,4367
MADHYA PRADESH,MANDLA,2004,22,44,4,65,1985
MADHYA PRADESH,MANDSAUR,2004,27,40,17,503,2997
MADHYA PRADESH,MORENA,2004,66,55,15,375,4976
MADHYA PRADESH,NARSINGHPUR,2004,33,42,4,136,2349
MADHYA PRADESH,NEEMUCH,2004,18,23,6,319,2204
MADHYA PRADESH,PANNA,2004,41,34,10,84,1384
MADHYA PRADESH,RAISEN,2004,44,67,11,208,3358
MADHYA PRADESH,RAJGARH,2004,30,98,19,458,5098
MADHYA PRADESH,RATLAM,2004,42,71,19,392,3661
MADHYA PRADESH,REWA,2004,65,52,36,486,4478
MADHYA PRADESH,SAGAR,2004,69,141,30,449,7143
MADHYA PRADESH,SATNA,2004,60,64,17,407,4877
MADHYA PRADESH,SEONI,2004,21,74,10,111,2278
MADHYA PRADESH,SHAHDOL,2004,36,47,10,227,2518
MADHYA PRADESH,SHAJAPUR,2004,40,74,15,639,3995
MADHYA PRADESH,SHEOPUR,2004,12,21,5,90,1053
MADHYA PRADESH,SHIVPURI,2004,78,61,28,304,3824
MADHYA PRADESH,SIDHI,2004,61,51,27,263,3719
MADHYA PRADESH,SIHORE,2004,31,62,5,384,3042
MADHYA PRADESH,TIKAMGARH,2004,59,43,11,214,2923
MADHYA PRADESH,UJJAIN,2004,62,65,36,1592,8685
MADHYA PRADESH,UMARIYA,2004,23,30,2,95,1212
MADHYA PRADESH,VIDISHA,2004,48,100,11,272,3856
MADHYA PRADESH,TOTAL,2004,2379,2875,832,22586,196867
MAHARASHTRA,AHMEDNAGAR,2004,98,41,25,969,4738
MAHARASHTRA,AKOLA,2004,55,38,23,957,4354
MAHARASHTRA,AMRAVATI COMMR.,2004,19,17,21,838,2740
MAHARASHTRA,AMRAVATI RURAL,2004,60,56,20,888,3660
MAHARASHTRA,AURANGABAD COMMR.,2004,31,12,15,603,2326
MAHARASHTRA,AURANGABAD RURAL,2004,41,10,11,330,2777
MAHARASHTRA,BEED,2004,57,24,19,727,3936
MAHARASHTRA,BHANDARA,2004,22,36,16,492,2550
MAHARASHTRA,BULDHANA,2004,48,39,20,745,3705
MAHARASHTRA,CHANDRAPUR,2004,59,31,18,673,3539
MAHARASHTRA,DHULE,2004,32,11,3,266,2042
MAHARASHTRA,GADCHIROLI,2004,47,31,8,152,1367
MAHARASHTRA,GONDIA,2004,27,30,21,317,1898
MAHARASHTRA,HINGOLI,2004,35,13,15,202,1689
MAHARASHTRA,JALGAON,2004,83,36,12,652,4336
MAHARASHTRA,JALNA,2004,53,10,10,338,2603
MAHARASHTRA,KOLHAPUR,2004,54,15,20,621,3132
MAHARASHTRA,LATUR,2004,61,22,19,366,3382
MAHARASHTRA,MUMBAI,2004,253,187,178,11510,29453
MAHARASHTRA,MUMBAI RLY.,2004,7,1,2,1772,2020
MAHARASHTRA,NAGPUR COMMR.,2004,112,41,49,2447,8518
MAHARASHTRA,NAGPUR RLY.,2004,5,2,2,1024,1249
MAHARASHTRA,NAGPUR RURAL,2004,71,48,27,1075,4884
MAHARASHTRA,NANDED,2004,91,31,23,619,5687
MAHARASHTRA,NANDURBAR,2004,35,20,9,197,1247
MAHARASHTRA,NASIK COMMR.,2004,19,15,17,808,2606
MAHARASHTRA,NASIK RURAL,2004,97,33,24,462,4344
MAHARASHTRA,NAVI MUMBAI,2004,61,17,19,1086,3688
MAHARASHTRA,OSMANABAD,2004,46,26,12,331,2418
MAHARASHTRA,PARBHANI,2004,42,13,12,292,2444
MAHARASHTRA,PUNE COMMR.,2004,100,63,70,3905,10754
MAHARASHTRA,PUNE RLY.,2004,4,0,0,132,186
MAHARASHTRA,PUNE RURAL,2004,132,31,26,854,4830
MAHARASHTRA,RAIGAD,2004,61,19,13,253,2127
MAHARASHTRA,RATNAGIRI,2004,16,23,6,196,1301
MAHARASHTRA,SANGLI,2004,69,30,14,566,2588
MAHARASHTRA,SATARA,2004,59,22,20,589,3288
MAHARASHTRA,SINDHUDURG,2004,10,5,5,105,791
MAHARASHTRA,SOLAPUR COMMR.,2004,20,19,10,360,1737
MAHARASHTRA,SOLAPUR RURAL,2004,96,41,18,435,2990
MAHARASHTRA,THANE COMMR.,2004,115,57,67,2114,7286
MAHARASHTRA,THANE RURAL,2004,144,60,42,623,4250
MAHARASHTRA,WARDHA,2004,42,31,25,619,3692
MAHARASHTRA,WASHIM,2004,28,19,17,418,2233
MAHARASHTRA,YAVATMAL,2004,79,62,42,1024,4917
MAHARASHTRA,TOTAL,2004,2696,1388,1045,43952,176302
MANIPUR,BISHNUPUR,2004,19,3,14,26,283
MANIPUR,CHANDEL,2004,6,1,1,4,64
MANIPUR,CHURACHANDPUR,2004,26,0,7,8,120
MANIPUR,IMPHAL(EAST),2004,24,7,23,27,467
MANIPUR,IMPHAL(WEST),2004,28,9,38,142,1053
MANIPUR,SENAPATI,2004,7,0,7,8,117
MANIPUR,TAMENGLONG,2004,1,0,5,7,37
MANIPUR,THOUBAL,2004,38,11,32,14,346
MANIPUR,UKHRUL,2004,10,0,1,8,48
MANIPUR,TOTAL,2004,159,31,128,244,2535
MEGHALAYA,GARO HILLS EAST,2004,7,0,3,18,98
MEGHALAYA,GARO HILLS SOUTH,2004,5,1,2,9,33
MEGHALAYA,GARO HILLS WEST,2004,17,12,10,31,212
MEGHALAYA,JAINTIA HILLS,2004,32,11,6,61,305
MEGHALAYA,KHASI HILLS EAST,2004,33,17,29,228,762
MEGHALAYA,KHASI HILLS WEST,2004,14,9,2,25,123
MEGHALAYA,RI-BHOI,2004,16,4,2,46,219
MEGHALAYA,TOTAL,2004,124,54,54,418,1752
MIZORAM,AIZAWL,2004,10,6,6,350,670
MIZORAM,CHAMPHAI,2004,6,3,2,50,161
MIZORAM,KOLASIB,2004,4,2,1,5,47
MIZORAM,LAWNGTLAI,2004,3,1,1,30,99
MIZORAM,LUNGLEI,2004,4,2,2,100,250
MIZORAM,MAMIT,2004,3,2,1,5,38
MIZORAM,SAIHA,2004,3,1,1,50,142
MIZORAM,SERCHHIP,2004,2,3,1,20,108
MIZORAM,TOTAL,2004,35,20,15,610,1515
NAGALAND,DIMAPUR,2004,22,2,9,85,333
NAGALAND,KIPHIRE,2004,0,0,0,10,21
NAGALAND,KOHIMA,2004,12,10,9,36,202
NAGALAND,MOKOKCHUNG,2004,6,1,1,9,62
NAGALAND,MON,2004,6,0,2,33,96
NAGALAND,PEREN,2004,3,2,0,3,14
NAGALAND,PHEK,2004,6,1,0,4,44
NAGALAND,TUENSANG,2004,10,1,0,9,58
NAGALAND,WOKHA,2004,4,0,2,41,85
NAGALAND,ZUNHEBOTO,2004,1,1,0,25,69
NAGALAND,TOTAL,2004,70,18,23,255,984
ODISHA,ANGUL,2004,51,27,10,222,1889
ODISHA,BALASORE,2004,29,44,35,197,2504
ODISHA,BARAGARH,2004,33,22,14,155,1399
ODISHA,BERHAMPUR,2004,18,16,13,164,1152
ODISHA,BHADRAK,2004,23,31,17,95,1662
ODISHA,BOLANGIR,2004,32,33,6,146,1667
ODISHA,BOUDH,2004,9,7,4,42,397
ODISHA,CUTTACK,2004,41,45,51,729,3973
ODISHA,DEOGARH,2004,15,13,3,40,470
ODISHA,DHENKANAL,2004,35,19,20,112,1469
ODISHA,GAJAPATI,2004,17,5,7,26,402
ODISHA,GANJAM,2004,62,15,18,182,1922
ODISHA,JAGATSINGHPUR,2004,27,19,29,129,1347
ODISHA,JAJPUR,2004,27,15,21,168,1778
ODISHA,JHARSUGUDA,2004,15,12,9,91,887
ODISHA,KALAHANDI,2004,21,22,11,81,870
ODISHA,KANDHAMAL,2004,23,26,17,62,823
ODISHA,KENDRAPARA,2004,31,19,8,76,994
ODISHA,KEONJHAR,2004,60,39,14,172,1933
ODISHA,KHURDA,2004,61,44,57,1130,5337
ODISHA,KORAPUT,2004,56,40,20,109,1587
ODISHA,MALKANGIR,2004,43,19,2,42,507
ODISHA,MAYURBHANJ,2004,77,84,26,229,2234
ODISHA,NAYAGARH,2004,30,17,20,110,842
ODISHA,NOWRANGPUR,2004,14,16,13,51,683
ODISHA,NUAPADA,2004,6,10,7,56,704
ODISHA,PURI,2004,40,36,30,282,2527
ODISHA,RAYAGADA,2004,25,19,4,69,951
ODISHA,ROURKELA,2004,14,10,9,212,1271
ODISHA,SAMBALPUR,2004,43,22,16,233,1841
ODISHA,SONEPUR,2004,9,5,1,40,375
ODISHA,SRP(CUTTACK),2004,4,0,3,269,402
ODISHA,SRP(ROURKELA),2004,7,2,0,86,228
ODISHA,SUNDARGARH,2004,68,17,11,160,1712
ODISHA,TOTAL,2004,1066,770,526,5967,48739
PUNJAB,AMRITSAR,2004,48,25,31,181,1444
PUNJAB,BARNALA,2004,12,13,8,49,474
PUNJAB,BATALA,2004,27,8,8,50,565
PUNJAB,BHATINDA,2004,36,22,26,124,1319
PUNJAB,FARIDKOT,2004,19,13,15,47,611
PUNJAB,FATEHGARH SAHIB,2004,26,4,10,46,557
PUNJAB,FEROZEPUR,2004,50,30,19,165,1482
PUNJAB,G.R.P,2004,9,0,0,30,361
PUNJAB,GURDASPUR,2004,19,16,8,59,724
PUNJAB,HOSHIARPUR,2004,35,23,21,75,1175
PUNJAB,JAGRAON,2004,29,20,28,100,942
PUNJAB,JALANDHAR,2004,74,31,53,254,2753
PUNJAB,KAPURTHALA,2004,22,12,12,62,807
PUNJAB,KHANNA,2004,20,8,14,65,357
PUNJAB,LUDHIANA,2004,53,48,70,369,2877
